Peak,Weight
DTX4,0.001136990042997911
MAL2,0.0011360260428324614
EPS8L2,0.0011358997924316545
GPRC5A,0.0011356328545907314
MINK1,0.0011307209459461454
RNF149,0.0011281991030906212
C19orf33,0.001126498268842906
FAM83B,0.0011257443476196218
FKBP7,0.0011245451546557869
CDKN2C,0.0011197993198679757
PGBD1,0.0011169460773839974
EMP3,0.001115745514581595
MTPN,0.0011133916587194308
DSC3,0.0011113931167002252
OAZ2,0.001105954001435463
SLC35A4,0.0010978187290483202
NECTIN1,0.0010916087806063996
LGALS9C,0.0010828757110540328
SLCO1B3,0.00106179818140948
NIPAL1,0.0010605267824207846
RHOD,0.0010552154535004442
TSPAN6,0.0010551046886332854
C17orf80,0.0010540557982507224
NBPF9,0.0010503824701872352
SYDE1,0.0010502213267496374
TMBIM1,0.0010465430248666947
BAP1,0.0010440746043252594
CAST,0.0010421365081999727
PIP4P2,0.0010414741732190074
CNTNAP1,0.0010408209500677066
NCDN,0.001035243832928577
EXOG,0.0010186089161100648
LAMB3,0.0010130581513010362
GALNT3,0.0010115559550484398
RPS6KA4,0.0010112146883016252
FAT2,0.001009009851817554
ZC3HC1,0.0010069499931717825
HDGFL2,0.0010052478946902198
F11R,0.0010022424701347343
ADGRF1,0.0009919525344458074
OVOL1,0.000988694925850681
KATNAL1,0.0009750508665569055
CDS1,0.0009730227888287531
TECPR1,0.0009699753247875783
ESRP2,0.0009634760241755096
FXYD3,0.0009568324625340391
SRM,0.0009473376481870761
ARHGEF5,0.0009384132152573716
VIM,0.0009298462209104145
DENND5A,0.0009272964768727062
KCTD20,0.0009238257923362592
SLCO1B3-SLCO1B7,0.0009233127505758278
PSMC3IP,0.0009092634413074859
TMEM40,0.0009038757062477483
TUBB,0.0008946156368631637
SPINT1,0.0008886166135052495
MROH6,0.0008883189134284134
CENPO,0.0008692870740400774
CERS3,0.0008666343269495757
TCF12,0.0008606117974103194
CLDN4,0.0008605799910551691
AC008687.8,0.0008538640965883543
AMPD2,0.0008502793326797763
CLDN7,0.0008492337457221834
ELF3,0.000840423839561338
USP13,0.0008390616137590973
GRHL1,0.0008181950731464612
DIXDC1,0.0008176443396567826
DPH3,0.0008145929893188098
MST1R,0.0007893999521708216
ZNF165,0.0007891865910373437
LAMA5,0.0007855109887541392
APC,0.000772973999779169
SDC4,0.0007659063140946098
CEP170,0.0007637712174992177
C1QTNF6,0.0007625886208853138
ZNF428,0.0007211167027689758
LSR,0.0007148082577778444
EID1,0.0007119517322882149
SLC35B4,0.0007101522688032025
CDC42BPG,0.0006958687892442837
PCDH1,0.0006894484788827651
FAM114A2,0.0006849351794362508
RASSF7,0.0006653326032701308
PPP1R13L,0.0006557839075313223
NAPRT,0.0006421068337488067
PATJ,0.0006133849896689595
FAM110C,0.0006093849888073707
KIAA1522,0.0006026457836143583
EQTN,0.0005389428278213016
